,Player Name,Player Id,Owner Id
0,Marvin Jones,1067,859924767849963520
1,Allen Robinson,1992,859924767849963520
2,Davante Adams,2133,859924767849963520
3,Logan Thomas,2251,859924767849963520
4,Tyler Lockett,2374,859924767849963520
5,Jared Goff,3163,859924767849963520
6,Derrick Henry,3198,859924767849963520
7,Alvin Kamara,4035,859924767849963520
8,Cooper Kupp,4039,859924767849963520
9,Patrick Mahomes,4046,859924767849963520
10,Matthew Stafford,421,859924767849963520
11,Austin Ekeler,4663,859924767849963520
12,Dallas Goedert,5022,859924767849963520
13,Diontae Johnson,5937,859924767849963520
14,Greg Dortch,5970,859924767849963520
15,Jaylen Waddle,7526,859924767849963520
16,Terrace Marshall,7565,859924767849963520
17,Rondale Moore,7601,859924767849963520
18,Trey Lance,7610,859924767849963520
19,Chase Brown,9224,859924767849963520
20,Tank Bigsby,9225,859924767849963520
21,Darnell Washington,9479,859924767849963520
22,Michael Mayer,9482,859924767849963520
23,Jalin Hyatt,9497,859924767849963520
24,Roschon Johnson,10235,859927095139270656
25,Leonard Fournette,3969,859927095139270656
26,Joe Mixon,4018,859927095139270656
27,Evan Engram,4066,859927095139270656
28,Joshua Dobbs,4179,859927095139270656
29,Kendrick Bourne,4454,859927095139270656
30,Matt Breida,4455,859927095139270656
31,Josh Allen,4984,859927095139270656
32,Nick Chubb,4988,859927095139270656
33,Durham Smythe,5008,859927095139270656
34,Brandon Aiyuk,6803,859927095139270656
35,Isaiah Hodgins,6920,859927095139270656
36,Marshawn Lynch,745,859927095139270656
37,DeVonta Smith,7525,859927095139270656
38,Nico Collins,7569,859927095139270656
39,Khalil Herbert,7608,859927095139270656
40,Rhamondre Stevenson,7611,859927095139270656
41,Jake Ferguson,8110,859927095139270656
42,Wan'Dale Robinson,8126,859927095139270656
43,Rachaad White,8136,859927095139270656
44,Justyn Ross,8140,859927095139270656
45,Garrett Wilson,8146,859927095139270656
46,Greg Dulcich,8172,859927095139270656
47,Ty Chandler,8230,859927095139270656
48,Israel Abanikanda,9227,859927095139270656
49,Zach Charbonnet,9753,859927095139270656
50,C.J. Stroud,9758,859927095139270656
51,Zay Flowers,9997,859927095139270656
52,Rashee Rice,10229,867861194491506688
53,Adam Thielen,1689,867861194491506688
54,Tyler Boyd,3225,867861194491506688
55,Deshaun Watson,4017,867861194491506688
56,Chris Godwin,4037,867861194491506688
57,JuJu Smith-Schuster,4040,867861194491506688
58,Zay Jones,4080,867861194491506688
59,Kareem Hunt,4098,867861194491506688
60,George Kittle,4217,867861194491506688
61,Lamar Jackson,4881,867861194491506688
62,Gus Edwards,5248,867861194491506688
63,DK Metcalf,5846,867861194491506688
64,Kyler Murray,5849,867861194491506688
65,Alexander Mattison,5987,867861194491506688
66,Gardner Minshew,6011,867861194491506688
67,AJ Dillon,6828,867861194491506688
68,Zack Moss,6845,867861194491506688
69,Joshua Kelley,7045,867861194491506688
70,K.J. Osborn,7066,867861194491506688
71,Noah Gray,7828,867861194491506688
72,Khalil Shakir,8134,867861194491506688
73,Jerome Ford,8143,867861194491506688
74,Jameson Williams,8148,867861194491506688
75,Breece Hall,8155,867861194491506688
76,Luke Musgrave,9481,867861194491506688
77,Bijan Robinson,9509,867861194491506688
78,Jordan Addison,9756,867861194491506688
79,Latavius Murray,1476,867876367142948864
80,Cordarrelle Patterson,1535,867876367142948864
81,Jimmy Garoppolo,1837,867876367142948864
82,Brandin Cooks,2197,867876367142948864
83,Stefon Diggs,2449,867876367142948864
84,Darren Waller,2505,867876367142948864
85,Raheem Mostert,2749,867876367142948864
86,Tyler Higbee,3271,867876367142948864
87,Saquon Barkley,4866,867876367142948864
88,Christian Kirk,4950,867876367142948864
89,DJ Chark,4951,867876367142948864
90,Mark Andrews,5012,867876367142948864
91,Michael Gallup,5038,867876367142948864
92,Jeff Wilson,5284,867876367142948864
93,Deebo Samuel,5872,867876367142948864
94,David Montgomery,5892,867876367142948864
95,Dawson Knox,5906,867876367142948864
96,Miles Sanders,6151,867876367142948864
97,Tua Tagovailoa,6768,867876367142948864
98,Tee Higgins,6801,867876367142948864
99,Van Jefferson,6853,867876367142948864
100,Gabe Davis,6943,867876367142948864
101,Isaiah Likely,8131,867876367142948864
102,Tyler Allgeier,8132,867876367142948864
103,Brock Purdy,8183,867876367142948864
104,Jayden Reed,10222,870455446538985472
105,Sam LaPorta,10859,870455446538985472
106,Emari Demercado,11199,870455446538985472
107,Tyson Bagent,11256,870455446538985472
108,Derek Carr,2028,870455446538985472
109,Odell Beckham,2078,870455446538985472
110,Tyreek Hill,3321,870455446538985472
111,Mike Williams,4068,870455446538985472
112,Aaron Jones,4199,870455446538985472
113,Marquise Brown,5848,870455446538985472
114,Tony Pollard,5967,870455446538985472
115,Irv Smith,6126,870455446538985472
116,Darius Slayton,6149,870455446538985472
117,CeeDee Lamb,6786,870455446538985472
118,Rico Dowdle,7021,870455446538985472
119,Trevor Lawrence,7523,870455446538985472
120,Travis Etienne,7543,870455446538985472
121,Amon-Ra St. Brown,7547,870455446538985472
122,Tutu Atwell,7562,870455446538985472
123,Elijah Moore,7596,870455446538985472
124,Pat Freiermuth,7600,870455446538985472
125,Joshua Palmer,7670,870455446538985472
126,Brian Robinson,8154,870455446538985472
127,Jordan Mason,8408,870455446538985472
128,Bryce Young,9228,870455446538985472
129,Julio Jones,947,870455446538985472
130,Trey Palmer,9492,870455446538985472
131,Tyjae Spears,9508,870455446538985472
132,Robert Woods,1352,934257798362341376
133,David Njoku,4033,934257798362341376
134,D'Onta Foreman,4111,934257798362341376
135,James Conner,4137,934257798362341376
136,Courtland Sutton,5045,934257798362341376
137,T.J. Hockenson,5844,934257798362341376
138,Josh Jacobs,5850,934257798362341376
139,A.J. Brown,5859,934257798362341376
140,Mecole Hardman,5917,934257798362341376
141,Terry McLaurin,5927,934257798362341376
142,Hunter Renfrow,5955,934257798362341376
143,Jordan Love,6804,934257798362341376
144,Chase Claypool,6886,934257798362341376
145,Jalen Hurts,6904,934257798362341376
146,Antonio Gibson,6945,934257798362341376
147,Dameon Pierce,8129,934257798362341376
148,James Cook,8138,934257798362341376
149,John Metchie,8147,934257798362341376
150,Desmond Ridder,8159,934257798362341376
151,Kenny Pickett,8160,934257798362341376
152,Christian Watson,8167,934257798362341376
153,Keaontay Ingram,8221,934257798362341376
154,Zach Evans,9222,934257798362341376
155,Puka Nacua,9493,934257798362341376
156,Marvin Mims,9494,934257798362341376
157,Aaron Rodgers,96,934257798362341376
158,Michael Wilson,10232,979271462437572608
159,Dalton Kincaid,10236,979271462437572608
160,Cedric Tillman,10444,979271462437572608
161,Amari Cooper,2309,979271462437572608
162,Dak Prescott,3294,979271462437572608
163,Brian Hoyer,345,979271462437572608
164,Jonnu Smith,4144,979271462437572608
165,Samaje Perine,4147,979271462437572608
166,Taysom Hill,4381,979271462437572608
167,Marquez Valdes-Scantling,5086,979271462437572608
168,Daniel Jones,5870,979271462437572608
169,Justice Hill,5995,979271462437572608
170,Jerry Jeudy,6783,979271462437572608
171,Justin Jefferson,6794,979271462437572608
172,J.K. Dobbins,6806,979271462437572608
173,Zach Wilson,7538,979271462437572608
174,Kenneth Gainwell,7567,979271462437572608
175,Javonte Williams,7588,979271462437572608
176,Justin Fields,7591,979271462437572608
177,Romeo Doubs,8121,979271462437572608
178,Chris Olave,8144,979271462437572608
179,Skyy Moore,8168,979271462437572608
180,Chigoziem Okonkwo,8210,979271462437572608
181,Jaylen Warren,8228,979271462437572608
182,Rashid Shaheed,8676,979271462437572608
183,Jahmyr Gibbs,9221,979271462437572608
184,Brenton Strange,9480,979271462437572608
185,Tank Dell,9502,979271462437572608
186,Hendon Hooker,9998,979271462437572608
187,Tre Tucker,10213,991539775981019136
188,Ronnie Bell,10221,991539775981019136
189,Jonathan Mingo,10225,991539775981019136
190,DeAndre Hopkins,1426,991539775981019136
191,Darrell Henderson,5916,991539775981019136
192,Joe Burrow,6770,991539775981019136
193,Jonathan Taylor,6813,991539775981019136
194,Michael Pittman,6819,991539775981019136
195,Donovan Peoples-Jones,6824,991539775981019136
196,James Robinson,6955,991539775981019136
197,Mac Jones,7527,991539775981019136
198,Najee Harris,7528,991539775981019136
199,Kyle Pitts,7553,991539775981019136
200,Rashod Bateman,7571,991539775981019136
201,Kadarius Toney,7606,991539775981019136
202,Drake London,8112,991539775981019136
203,Jahan Dotson,8119,991539775981019136
204,Trey McBride,8130,991539775981019136
205,Treylon Burks,8135,991539775981019136
206,Alec Pierce,8142,991539775981019136
207,Tyquan Thornton,8188,991539775981019136
208,Ronnie Rivers,8195,991539775981019136
209,Deven Thompkins,8253,991539775981019136
210,Anthony Richardson,9229,991539775981019136
211,Kayshon Boutte,9504,991539775981019136
212,Keaton Mitchell,9511,991539775981019136
213,Quentin Johnston,9754,991539775981019136
214,Kendre Miller,9757,991539775981019136
215,Will Levis,9999,991539775981019136
216,Ryan Tannehill,1049,993326596813545472
217,Jaleel McLaughlin,11439,993326596813545472
218,Geno Smith,1373,993326596813545472
219,Taylor Heinicke,2711,993326596813545472
220,Michael Thomas,3199,993326596813545472
221,Jamaal Williams,4149,993326596813545472
222,DJ Moore,4983,993326596813545472
223,Dalton Schultz,5001,993326596813545472
224,Braxton Berrios,5121,993326596813545472
225,Noah Fant,5857,993326596813545472
226,Jakobi Meyers,5947,993326596813545472
227,Donald Parham,6074,993326596813545472
228,Devin Singletary,6130,993326596813545472
229,Craig Reynolds,6659,993326596813545472
230,D'Andre Swift,6790,993326596813545472
231,Justin Herbert,6797,993326596813545472
232,Cole Kmet,6826,993326596813545472
233,Nick Westbrook-Ikhine,7496,993326596813545472
234,Chuba Hubbard,7594,993326596813545472
235,Cade Otton,8111,993326596813545472
236,George Pickens,8137,993326596813545472
237,Kyren Williams,8150,993326596813545472
238,Kenneth Walker,8151,993326596813545472
239,Sam Howell,8162,993326596813545472
240,Dontayvion Wicks,9486,993326596813545472
241,Jaxon Smith-Njigba,9488,993326596813545472
242,Josh Downs,9500,993326596813545472
243,Demario Douglas,9501,993326596813545472
244,Deuce Vaughn,9505,993326596813545472
245,Kirk Cousins,1166,996563003929796608
246,Russell Wilson,1234,996563003929796608
247,Zach Ertz,1339,996563003929796608
248,Travis Kelce,1466,996563003929796608
249,Keenan Allen,1479,996563003929796608
250,Mike Evans,2216,996563003929796608
251,Ezekiel Elliott,3164,996563003929796608
252,Hunter Henry,3214,996563003929796608
253,Dalvin Cook,4029,996563003929796608
254,Christian McCaffrey,4034,996563003929796608
255,Curtis Samuel,4082,996563003929796608
256,Gerald Everett,4089,996563003929796608
257,Josh Reynolds,4171,996563003929796608
258,Mack Hollins,4177,996563003929796608
259,Baker Mayfield,4892,996563003929796608
260,Calvin Ridley,4981,996563003929796608
261,Allen Lazard,5185,996563003929796608
262,Salvon Ahmed,6918,996563003929796608
263,Cam Akers,6938,996563003929796608
264,Darnell Mooney,7090,996563003929796608
265,Elijah Mitchell,7561,996563003929796608
266,Ja'Marr Chase,7564,996563003929796608
267,Calvin Austin,8125,996563003929796608
268,Isiah Pacheco,8205,996563003929796608
269,De'Von Achane,9226,996563003929796608
